"","RC1","RC3","RC2","RC4","RC5"
"vivacious",-0.409146882571721,0.19336559745015,-0.0832281334259272,0.325747670406898,-0.17061930232334
"volatile",0.0301163527464143,0.242414458460287,-0.100750999466398,0.1555283879535,0.0763870032238987
"wary",0.269842074527982,-0.2407912481947,0.183529830870395,-0.231999036122665,0.110076079790711
"wasteful",-0.020155258245753,-0.00374012508813687,0.0125039620366141,0.125690801823024,0.0600799980259531
"weariless",-0.0555531657240518,0.0129233305129354,0.0696596987550624,-0.239280534005674,0.101481098563547
"wise",0.0388202591763244,-0.0405166966583537,0.00632315135866553,-0.0710914724845674,-0.0693274478631691
"wishy-washy",-0.0145420762275469,-0.0713229778878752,-0.0457605280258502,0.0546288683353674,-0.0232755926952767
"witty",-0.103144615153653,0.0470075992345158,0.104645972950784,0.175569329192631,-0.250520881216618
"wordy",-0.0938236405047295,-0.0477436098531141,0.12811526577922,-0.00894906635529409,-0.176098238151465
"worldly",-0.03655348274993,0.208161383221998,0.0761023704791434,0.14611395799382,-0.33159683744119
"zealous",-0.00997964627407257,0.215514291441501,-0.030696194030461,0.0684840844298678,-0.0783992185289071
"abrasive",0.25331290450665,0.512884046630231,-0.0830446485347131,-0.123802186337514,0.016189404744808
"abstinent",0.080091452561729,-0.148241336793203,-0.0726880728641076,-0.182850570068608,0.0806318932918041
"abstract",0.274683444262666,-0.173816330137321,-0.0479134376682126,0.406357455253222,-0.445388498642044
"acceptant",-0.303259049419825,-0.211560039103038,0.0650421868977708,0.142420927503599,-0.0834685427489022
"accessible",-0.630888734372318,0.0484218535078396,0.02161701970457,-0.0622758686574165,0.114171239707098
"accomplished",0.0746841245692085,0.069928566863785,-0.0314759730496851,-0.0422568905622156,-0.145349784241463
"accurate",0.0467329913121572,0.00561671507098437,-0.0140046203626593,-0.192067937559729,-0.0117603177911575
"acid",0.146520442831672,0.279129121738943,0.0214272295860946,-0.0381226685051529,-0.085741120299974
"acquiescent",-0.189030731414033,-0.447795548162604,0.113062618535814,-0.044373473715553,0.0913363360004891
"acquisitive",0.0411468302284448,0.072678696219523,0.553687862474098,0.00272485938019595,0.0216440445198961
"adaptive",0.00285866944769437,0.048008687328059,0.0584509362296533,0.162432774523188,-0.262353975688827
"adjustable",-0.118558378860831,-0.0453993010837119,0.112838531344862,0.171732150032417,-0.200603925983839
"affable",-0.591435189436876,-0.0850824543269457,0.103069443020664,0.0897776564910393,0.14092095479126
"affected",-0.072011071596997,-0.0358528115609642,0.277398292631156,-0.0034429076076663,-0.0702487082300276
"affirmative",-0.20460283372946,0.0919015558177273,-0.0137944805506344,-0.0623982126748792,-0.0266297260720628
"agitable",-0.0483011495821308,0.255177405245255,-0.207805415888521,0.190801909055401,0.0753031628139571
"agitative",-0.0463199025946282,0.446711021277864,-0.0517592433743115,0.101971858583009,-0.0403893601529743
"aimful",0.010619234846265,0.106177206506541,-0.0187162876103014,-0.148599402152105,-0.0449262089043458
"alarmable",-0.0963974938413069,-0.0592368493613119,-0.0871806732201561,0.0455130265877137,-0.0315215993893966
"amicable",-0.577409439827489,-0.107680851080093,-0.00793068154654741,0.0352743536577613,0.0670621799964107
"amorous",-0.0568321503689323,0.0270217927615313,-0.068430065220428,0.126492353147027,-0.0324634394615654
"angelic",-0.354734055376456,-0.172024125714708,-0.111698171027102,-0.0649593635491031,-0.00175812690138323
"anticipative",-0.06749809485302,0.112455908149643,0.0109135381883869,-0.0264686839516618,-0.22947039776114
"antisocial",0.630274737631895,-0.183260462495018,-0.0292010588679406,0.0910095369579185,-0.0644561965160843
"appreciative",-0.121824648096317,-0.123028614810191,-0.00392954338406305,0.0462116367840443,-0.00906122242286642
"approachable",-0.620426335641017,-0.0795396437238716,0.0117088187043513,0.056129740756304,0.121179436674794
"arbitrary",0.0675781089103283,-0.065944203036557,0.0649227279918014,0.18574139109917,0.00584365841631367
"arbitrative",-0.11853437506383,0.126338542562274,0.196370839616505,-0.332013782756918,-0.217880997666625
"aristocratic",0.00921700840246602,0.108487292130571,0.0451237505475005,-0.046746257160655,-0.155959562500222
"arrogant",0.17633650596006,0.343012472817508,0.068316069708319,-0.0503350533082057,-0.0805945763082402
"ascendant",-0.0639872067810508,0.42289256653623,-0.0740620214439187,0.126995307835661,-0.376717620461532
"asocial",0.68897904247996,-0.230491364658645,-0.0576502844377328,0.0785446900339425,-0.0932436449462104
"astute",0.0653306615617344,0.011220945164849,0.089496383030603,-0.140752719872219,-0.14566432745063
"audacious",-0.0863753610456637,0.437454767697624,0.151498005517095,0.42042481766821,-0.119114286955676
"austere",0.414570138494716,0.0215174563373039,-0.119260156941862,-0.240818510553563,-0.030700052679805
"authoritative",-0.0653236775788084,0.357016941562301,-0.0280324441760791,-0.284508161958219,-0.143650492205905
"autocratic",0.0702851385864987,0.36613178164478,0.127884319544932,-0.292935377172828,-0.052010469991269
"aweless",0.172603702026675,0.0241182620662063,0.0802300143863016,0.122907567481873,0.148234573269724
"awkward",0.392579650373119,-0.271402207790067,-0.119321899270159,0.121799614186892,-0.0181077641939834
"balky",0.253322072742431,0.00230414577485623,-0.16317073121955,0.0160211141248727,0.230131201366584
"bendable",-0.280234273432658,-0.0229209578954817,0.193511904538267,0.229064647939361,-0.212713873556004
"beneficent",-0.309683639386216,-0.0624101120492908,-0.235102803673951,-0.0814964619762676,-0.0282055119964288
"biased",-0.0186384575079477,0.0436116419003017,0.458185665319503,-0.0637649090604724,0.137179079179167
"big-headed",0.0116819069019359,0.288455838607927,0.422159147180366,-0.0305727073629504,-0.0207585065193705
"big-hearted",-0.401901320560736,-0.124307218002998,-0.217994544961471,0.0644859142961526,0.11679029741199
"big-mouthed",-0.184305007898794,0.18913622252518,0.155442051750034,0.165178906800394,0.181194819306812
"blase",0.0997249359031294,-0.0858831212621361,0.0123349054638583,0.0825649574510264,0.0193635807760005
"blasphemous",0.0234925628073465,0.00451024875616901,-0.0703784575151724,0.01729127734574,-0.00379420818455308
"blunt",0.227335243437793,0.349933970158852,-0.100116410399853,-0.025308284121319,0.219308467271314
"blunt-witted",-0.00182843900719233,-0.0154824086040779,-0.0541751308136984,0.00562620366376655,0.0680659859691066
"blustery",-0.0062684727259447,0.245074197119221,-0.0276453107976345,0.077669799877954,0.177230787580108
"boastless",0.168072677377874,-0.313367952041292,-0.330413425922994,-0.0212406250649889,0.0624550574204466
"bookish",0.0140511852756148,-0.244393795385505,0.16867138700181,-0.279482430581829,-0.38746125478374
"boorish",0.148998337203168,0.0819400572851185,-0.111341469434009,0.0254158532075111,0.0988151533787668
"bountiful",-0.418193826658151,-0.00991490274593521,0.028569542356373,-0.043849552404858,0.0114052543643229
"boyish",0.025996460187946,-0.0263021648917263,-0.00599666968926239,0.25337111288342,0.0552096985001171
"brainy",0.161423472344685,-0.00457811196341209,0.0122675572440652,-0.0937837810768588,-0.407111126329196
"brash",-0.0106361675100344,0.396688982878556,-0.114754002882597,0.24079899735321,0.10897357925132
"brawlsome",0.0268720282827008,0.0935075423254411,-0.112081385580006,0.0430977975169363,0.0808490235851028
"brazen",-0.0448900305397828,0.355499534482916,0.396184149171486,0.314802540011294,0.0523698022423513
"breezy",-0.357848967300849,-0.0397418353128513,0.106705544351594,0.389449857259812,0.0786630903686783
"brisk",-0.135525935906922,0.448095284315354,0.000971657362069678,-0.090706701609338,-0.0115354033996601
"bristly",0.277911313052605,0.22892659319253,-0.12773649163749,-0.00969130795383001,0.0942030674026246
"broad-minded",-0.180967743029011,-0.0303440126270433,0.05260839317644,0.262007179499841,-0.223351662083447
"broad-spoken",-0.264679144171618,0.30010269681679,0.159526757501865,0.1298015231279,0.399724123571256
"broody",0.342159852536246,-0.287149087056441,0.0300042393777458,0.122633687987475,-0.0820040373563769
"brusque",0.507746952015082,0.451866184773846,-0.243963361109961,-0.0628085277405911,0.0695096449022968
"brutal",0.0766837148853525,0.248783500942261,-0.0645085633007729,0.00307900660398029,-0.0115459935026897
"bubbly",-0.404164834110825,0.0141879465938,0.0132398974676904,0.234081564630753,-0.00926205773015468
"bullish",-0.101220700596823,0.630756983886394,0.0539124215387287,0.0249083677382147,0.067851689261212
"bullying",-0.00304436091567474,0.0908142547668548,0.121248219269743,-0.0825934581683822,-0.00656808419706618
"buoyant",-0.46043599365132,0.173977398536226,0.0374480342417316,0.305264902231679,0.0257914690415964
"businesslike",-0.0183912917937203,0.223328878181623,0.148942281065131,-0.408387691598075,-0.146356304248039
"busyish",-0.0156711917159584,0.061689503784796,-0.0221065327208098,0.0147253932445731,-0.062843369023566
"cagey",0.211279387635527,-0.265391257982802,0.739466855754913,-0.0665334963162546,-0.043246861783906
"calculable",0.0997943406043342,0.054774984141668,0.106052195347358,-0.4300173837896,-0.0395112268285789
"calculating",0.230879783484285,0.110786542621114,0.379606397245312,-0.220629299250401,-0.223180290407478
"calm",0.0146191677607035,-0.317954012058622,0.140280270983973,-0.125163756577582,0.0178622954716701
"canny",0.0403074252497899,-0.0448003282326253,0.095807694116681,-0.0995970365240398,-0.0927774835024435
"cantankerous",0.271635056476518,0.230551231846439,-0.172852077121438,-0.135683439881618,0.274056813248822
"capable",0.0186989395486726,0.0265186019117775,-0.0238407496786329,-0.011036937102273,-0.022069923307551
"capricious",-0.0227779706215267,0.0192733573507046,0.146244986506853,0.361018249127992,-0.0280850249219706
"careworn",0.0429530443259925,-0.212574590506473,0.138011504922887,-0.302513539277012,0.22881438653118
"catty",-0.0828101796785734,-0.0376480247132385,0.16267650980702,-0.071874944047183,-0.0099432174412626
"caustic",0.246720162891418,0.404853651180836,0.0517510458820376,-0.146549623264676,-0.0466571659958099
"cavalier",-0.0104263220806027,0.168004019470612,0.189982232988836,0.273870807722686,0.0540221456338588
"censorial",0.107474771067247,0.21762555482384,-0.0530846118454921,-0.388836316664424,-0.0776692409032804
"cerebral",0.284211481150397,-0.0978714621697142,0.0527643322727092,-0.0970472160598581,-0.448252846087749
"ceremonious",-0.152548897846272,0.0316369210481265,0.0934923439421616,-0.233481489572902,-0.140118367128769
"certain",-0.0416202884187283,0.136765532727086,0.0308731250986165,-0.212433159892714,0.0509789099735494
"changeable",-0.0217635669218416,0.104011754740061,0.108143485646895,0.527948733086811,-0.181169548618823
"changeless",0.10537621448994,-0.29850419049559,0.160706950104631,-0.397835435980593,0.44328214530214
"chaste",-0.0135878721919912,-0.157343280291315,0.0248598335041669,-0.0310686669210168,0.126388408045489
"chatty",-0.556986935483011,0.102819690427882,0.165078364226427,0.205678493728755,0.0473354363945548
"cherubic",-0.162544109847998,-0.106044196260978,-0.0374821156597993,0.0057223270604638,0.00705761146093521
"chic",-0.179330144647305,0.124738338623162,-0.067449002032148,0.192698558891209,-0.397210965702125
"childish",-0.00854679969965766,-0.029163195676408,-0.0537190480649931,0.111359631438515,0.0104883184991169
"childlike",-0.0707094032077487,-0.137332954253518,-0.0656720940509465,0.165359539424473,0.00702458712687167
"chipper",-0.560152477378202,-0.0580698838849508,0.0513896631718008,0.154635833157171,0.197799440034685
"chitchatty",-0.564367384373002,-0.00345713340871806,0.249305003764937,0.218092604518468,0.10748063021425
"chivalrous",-0.189912600103299,-0.0409517894735356,-0.160676381929,-0.0825109945461869,0.142353262951093
"choosy",0.101481882889133,0.0215513317514363,0.0111702910297104,-0.0271201775031819,-0.128457935944012
"circumspect",0.13586763917992,-0.292308083400361,0.107418543116657,-0.419091563392609,-0.072178515524361
"civil",-0.149506610514411,-0.133864817965793,0.00561249557176003,-0.0499975208368718,-0.01787871920303
"civilized",-0.107328178611083,-0.0611001877127879,-0.0216975187574046,-0.105147468122098,-0.0624529804368833
"clairvoyant",0.00214699018503917,0.000510489291263326,-0.0145475587362413,-0.0214809669454135,-0.0429237551118564
"clannish",0.190477607050521,-0.150884436251664,0.0525500138064136,0.0283898008489909,0.152657416210224
"clear-cut",-0.0992563595523082,0.206499953088711,-0.0577611710999788,-0.307825254099068,0.0147444788410012
"clear-sighted",0.0272244508663465,0.0408478745622913,-0.00793801895129033,-0.0774504112266963,-0.053789439980143
"clear-thinking",0.0362889715431998,0.00900835936922474,-0.0122741673181122,-0.155695013861112,-0.0692153905319623
"clearheaded",-0.0276364756998524,0.000772985121684053,0.0175436502894694,-0.27316018095018,-0.0548327471532064
"clingy",-0.0844918346296585,-0.030537653218237,-0.0526974874393429,-0.0385664340667688,0.0216885393444415
"cliquish",0.228558808787004,-0.0702787020765725,0.1265431989239,0.0847820736687255,-0.0678240390650025
"close-fisted",0.203336288020663,-0.121361504648343,0.201136033339912,-0.020565319897931,0.0982751723517853
"close-mouthed",0.600097539537071,-0.246828402427353,0.0399100310048109,-0.159167630788006,0.081340261454547
"closed-minded",0.0873212272667129,0.0168550622128421,-0.0885240470049731,-0.179475445960111,0.303029430937458
"clownish",-0.0416688386610761,-0.0166453098049886,-0.0291750753315635,0.0617672401428736,0.0715364719325433
"clumsy",0.0190276420295187,-0.0742191750976753,-0.106929241000073,0.154035840194376,0.00758139617930986
"cocky",0.0242014487736969,0.348618484912116,0.180784143075588,0.179524437676815,-0.0027131009772821
"coercive",-0.148587765918113,0.201440388152822,0.576782539413874,-0.188246620293871,-0.0748080012983952
"coherent",-0.0618418746293574,0.0126471146386742,0.0154174537167538,-0.153367715813286,-0.0429308654454234
"cold-hearted",0.0915289461967398,0.0688238961402016,0.241443131095848,-0.0375222679244781,-0.0367707022983116
"companionable",-0.617752826083312,0.00519430179387954,0.0254902824362765,0.0481815847668428,0.104072792423602
"compassionless",0.221119863920404,0.115580487193638,0.263985939926438,-0.00926142030111152,-0.0531635685384245
"competitory",0.0321023108497302,0.586235078572219,0.0846652336677018,0.0251026589072137,-0.19906655477258
"complacent",-0.0413555427418987,-0.179136252723006,0.146936854411836,0.0619112510542028,0.183229109007861
"complaining",0.0766804901353222,0.172667630746719,-0.140113391838013,-0.0512795860439936,0.0390215726471543
"complaisant",-0.417248618926239,-0.422938342182995,0.321518455746613,-0.0327053049725549,0.175367859648809
"complicated",0.239804418710391,0.00986409320686438,0.202583333997245,0.105262415786152,-0.271846976170325
"complimentary",-0.572270392960137,-0.0894252758149508,0.118755752084784,0.0720080675229874,0.0770632826839829
"comradely",-0.545700283520753,0.0039470387547051,-0.0348277492128311,0.0462712304054813,0.170831926289557
"conceitless",-0.00347793011731726,-0.264490692136216,-0.464697626084526,0.0505748778759134,0.0481360529582974
"conciliatory",-0.414053450566278,-0.33789368248664,0.0642166456898582,0.00981147541620252,-0.135443901090591
"confusable",0.0374355854676642,-0.171085539324157,-0.0271102690938791,0.282746825470944,-0.0271005604329887
"confused",0.00990174535467907,-0.176454528680608,-0.0922377841984179,0.233926110752276,0.030595717802752
"congenial",-0.631403888422855,-0.10377055854378,0.0816113345316368,0.102979959004788,0.119772617399352
"conscienceless",-0.0495721868373726,-0.0288190242618386,0.454229242792606,0.00369379229918556,0.0260820219186701
"consolatory",-0.546389632737901,-0.254633351912842,0.0492237253921138,-0.0906296485258183,0.0426106384448926
"constant",-0.0924949531853271,-0.0147683830140943,0.0312224702904355,-0.299889048032364,0.0901116283808154
"constrained",0.304144640931078,-0.281940833196912,-0.0425488631108549,-0.258406330892973,0.0918148823281515
"constructive",-0.10547437444864,-0.0282991626199187,-0.0517798057683905,-0.06216916798971,-0.0738321243174982
"contented",-0.101303614239828,-0.162600197853175,0.013865285343731,-0.00813955690137952,0.115890047390154
"contradictious",0.158131833427366,0.158935308545338,0.239043743322571,-0.00986858693420117,0.152971044066476
"contradictory",0.1031798603448,-0.0311131758119433,0.543674020962916,0.128981354744476,0.0685455562196092
"contrary",0.225239941234311,0.109137437296781,0.146197998410097,-0.0286750794503757,0.156292988898898
"contrary-minded",0.31259879269496,0.156890778899438,0.0991788619081029,-0.0349254185331242,0.139577159902626
"conversational",-0.581946962729237,0.146131469558798,0.130046282919311,0.0885073060548683,0.0135388651544366
"cool",-0.0311611159505723,0.203167094988394,-0.0167415396917638,0.357739708039246,-0.108327879747749
"cool-headed",0.0505715667558388,-0.248333046373266,0.162592141107464,-0.191926616100553,-0.0229374417791349
"corrective",-0.0240050109509025,0.0212134390213085,-0.0198515546110056,-0.294433772559995,-0.138206368749497
"cosmopolitan",-0.161256135187923,0.249071405865343,-0.0351356021302828,0.200471378340503,-0.477805831788139
"counselable",-0.397876973730347,-0.12477213775537,-0.0519194501480404,0.0155289914657205,-0.094111100898133
"courtly",-0.144181270203431,0.0688847167574646,0.149595523991674,-0.152119588296771,-0.193921713393531
"covetous",-0.135964729998067,0.0121392362543141,0.664307279152389,0.0106836097326449,-0.000267220699695554
"coy",0.0909739866727135,-0.375906291336718,0.415160738925473,0.0885143497560805,-0.0969171903119722
"credulous",-0.144195288470449,-0.1065598630592,0.10794080898213,0.122593445572413,0.122452129356414
"crotchety",0.24549002465316,0.0699765789057192,-0.15801578979479,-0.161520907933418,0.31993074463602
"crusading",-0.118907837328113,0.300213034705667,-0.182342728562492,-0.0916007719104316,-0.204342070931444
"cultivated",-0.02217717362013,-0.030342134403659,0.00472607451684434,-0.123692431494566,-0.218177822652714
"curt",0.544533785877129,0.303195803631834,-0.142319145480824,-0.0890974824889872,0.00652576892236511
"dainty",-0.128442631604714,-0.0837154647616384,-0.0620076342897776,0.0123823924274035,-0.0743914131789268
"dapper",-0.106617248235118,0.129220856840016,0.136699595366136,0.017090888821219,-0.215697916206845
"dauntless",-0.023095716035027,0.372374754160223,-0.0904871427994919,0.087841830771342,0.00790098537849764
"debonair",-0.194404570983641,0.16415012862557,0.156425757808249,0.0912549538839517,-0.20994760784415
"deceivable",-0.0589529200104891,-0.0990757178943973,0.0871151506033836,0.134701836422908,0.0933336366186204
"deceptive",-0.0581096533365644,-0.155649372041715,0.880939727765999,0.00678750348626988,-0.0174950478163979
"dedicated",0.000747509333294161,-0.00101881201453883,-0.0376456678573923,-0.0798546703875904,0.00518062186221511
"defiant",0.11828500072599,0.362484856120106,0.0303480340598962,0.142199198983791,0.142755897724862
"definite",-0.052528745446084,0.140684028816807,-0.0128686942921727,-0.295147264780869,0.0593607029177925
"deliberative",0.0979506721215217,-0.0998468748185188,0.0809755486063321,-0.371372050152543,-0.084784262536054
"democratic",-0.186223606462419,-0.0268465208227822,-0.0629889433815723,0.0283908354034182,-0.0298266039951474
"demure",-0.00375901765509148,-0.419351863501799,0.0184886034117844,-0.0630533933206119,-0.0553681216221845
"derisive",0.144805675831209,0.204282584614041,0.0153352094328026,-0.0372188238451887,0.00864112628289773
"derogatory",0.00834829478676287,0.0431212227284019,0.0380582838208161,-0.0252822497560529,0.0308965437390031
"designful",0.253312920108464,0.107500282195553,0.0590495724013174,0.080606229728177,-0.365145437290749
"despondent",0.0795695412607343,-0.0931315812841393,-0.048190078620648,0.02472167633524,0.0285680418218129
"destructive",0.0221752825838726,0.0303568370531068,-0.0452694851463053,0.0129020906569004,0.0276354076187185
"determined",0.0295237897882452,0.146356995159728,-0.0405278082795436,-0.0503813388636858,-0.0155368901326312
"devil-may-care",0.0399152779819726,0.17525565202165,0.0131667815933114,0.554427834122132,0.107372406482896
"devilish",-0.0550651113824716,0.0549996399848708,0.638533545009717,0.0753490110340316,-0.0182967760240822
"devout",-0.192602983698797,-0.0324255641081804,-0.150018910268885,-0.199818248932133,0.0471052629280951
"dictatorial",0.0653986863951387,0.344306687044331,0.030041927170922,-0.228384010439207,-0.0403447120698037
"digressive",0.110253269848452,-0.136190008429835,0.0687177937996643,0.378731984259787,-0.023976680294185
"diligent",-0.0232203497414389,0.00356801902620241,0.00564689686133521,-0.251447159848573,0.0148611089485481
"discerning",0.0907023257512958,-0.0064009029822352,0.0247263973807556,-0.117320180231447,-0.147429801365032
"discourageable",-0.00801828837718987,-0.150201230848653,-0.10288404248948,0.120827772838952,-0.0333762606737436
"discourteous",0.191727496612606,0.156886424937051,-0.0288284370823105,0.0138286340337009,0.0317714835373772
"discriminative",0.325955353467652,0.0966765510328753,0.187157039436566,-0.151003010636383,-0.122373531296197
"disdainful",0.244435736640916,0.182552305269276,0.0668717052739187,-0.0799712530101553,-0.0193170497454405
"disguiseless",-0.109598969909588,0.13720127023129,-0.551515434929678,0.0262736514669283,0.278676598557763
"disobliging",0.261187683252734,0.161714898806275,0.0924574089371195,-0.0177106551396946,0.05583974345551
"dispassionate",0.392862944029726,-0.117932919910427,0.023932163714244,-0.200132852292322,-0.063457433336476
"disregardful",0.261660208185975,0.127549796787266,0.253928403427227,0.347123483007905,0.0825464549035096
"disruptive",0.0992719079061448,0.332709184750448,-0.030510468857976,0.328431909529942,-0.105746571752101
"dissatisfied",0.192057999679159,0.103474528183913,-0.134711369248636,-0.0382434792194812,-0.000474382174369817
"dissensualized",0.0304572371684712,-0.00338068904542545,-0.0386952337164452,-0.00296048827596088,0.00865179905278937
"dissocial",0.678357450983755,-0.166925870681032,0.0413585028449453,0.0955659766473491,-0.103355323396751
"distant",0.779515156855423,-0.154378781256814,0.0325438166999836,0.0730532407091029,-0.152200989193409
"distractible",0.000181095071166093,-0.151207006142075,-0.0720107690214752,0.54108328371404,-0.0282351683139677
"divertible",-0.103275549347003,-0.026847148030065,0.158462791984309,0.311530731324362,0.0438816063159694
"doctrinaire",0.0757963203622258,0.142968399616344,-0.069223139392046,-0.296319199584332,-0.0336034124459116
"dogged",0.0170095162962791,0.0894416009113717,0.0157306554593774,-0.151591193698737,0.0620288013840692
"doleful",0.0736046687505493,-0.131473168917192,-0.0211705766967693,0.00654236000795851,0.045300065843639
"double-faced",-0.147685630923549,-0.140668118712543,0.839720477314023,-0.0407588308255818,-0.0468093428862811
"double-tongued",-0.158226921209446,-0.119937973874703,0.83315433633938,-0.0461071705437675,-0.0481589091994502
"dreamy",-0.0636474725484523,-0.10112489346808,-0.0642276613940671,0.391409912219108,-0.183243051901359
"dull-witted",0.000248792784151094,-0.00862078803871724,-0.0626299963392589,-0.00549469610562962,0.00557146353274499
"durable",-0.0118216479577546,0.0491351616716951,-0.0229030705389289,-0.0405338596671539,0.103600044382575
"dutiful",-0.124478117767412,-0.0322529944569044,-0.0488229396571929,-0.312832727425677,0.0792031877463281
"dynamic",-0.0957550083537251,0.387906393398391,-0.0609253349811546,0.305601266023665,-0.301011866046527
"eager",-0.113768842738393,0.205096353857338,-0.035301390882226,0.085717863868499,-0.0811777078098922
"eagle-eyed",0.111529672669835,0.087190332448453,0.0501205181089918,-0.18674025720026,0.0074847771887727
"earthly-minded",-0.194609304877097,-0.229192699478954,0.0747382881327563,-0.235376354746656,0.306069122912096
"earthly-wise",-0.0557800981011691,-0.0197939956741131,0.0335580435833325,-0.0722078604435547,0.048906603492943
"easeless",0.207858818310419,-0.105946852010535,-0.118165503084209,0.155192905711517,0.0156843077589008
"educable",-0.00964972573670494,-0.0408396872730368,-0.0063952299329343,0.10924995771228,-0.220674911596207
"educated",0.0584889834080038,0.0158164599132784,-0.0709957169181481,-0.038405844569974,-0.226921305423782
"effeminate",-0.00467812766691351,-0.0549935322853917,-0.056923011104568,0.0238120063550866,-0.0270457384377774
"effervescent",-0.463819080427838,0.203976180607619,0.0456177248479369,0.329229322157738,-0.0896191356968182
"elegant",-0.186729282199241,0.0186765269712211,0.0369121519623892,-0.0532778294076803,-0.367139407215184
"elfish",0.0210395771834293,-0.0190116260326452,-0.0718616153922066,0.00471826801438247,-0.00986857234859897
"elusive",0.520827109542502,-0.289036150717774,0.384546513317067,0.254677380399007,-0.280346415321014
"embittered",0.102403195246797,0.0284236225301186,0.0373817015239564,-0.0111827369270204,0.0503801452742129
"emotionless",0.287812785846207,-0.033172647309733,-0.0117050849903089,-0.0542595939651088,-0.0351734661957418
"emphatic",-0.260514237093637,0.20147782968242,0.0339424293145852,-0.0380050702532421,-0.00119445277257405
"encyclopedic",0.221304754143998,-0.0838872264658977,0.12470341957625,-0.241223367682682,-0.266677516732989
"enlightened",0.0233669030073738,-0.0710868803976845,0.00989603225826114,-0.0439137504837281,-0.280585488570053
"equalitarian",-0.156275085902256,-0.13777687420476,-0.256514406865513,0.0448671330791173,-0.0527831023420835
"evangelistic",-0.242605473543568,0.262308833950565,-0.0319090779120635,0.0155449189899275,-0.153016435097766
"evasive",0.211334556546951,-0.291868454181233,0.770976561739782,0.169181505879184,-0.0789614006417786
"exact",0.0482368249678349,0.0262756473152578,-0.0277519301479468,-0.371184041702233,-1.77713864510149e-05
"exaggerative",-0.233946849720341,0.177386701561948,0.349107967777054,0.12112065782335,-0.0400078374372705
"excessive",-0.108586597368925,0.375573492782799,-0.172410519350583,-0.0961784944356931,-0.0956445285071386
"exclusive",0.254889398437282,0.0988420555944544,0.122862485897145,0.14399971739226,-0.301433108609323
"exhaustible",-0.05857426244074,-0.22810394321983,-0.030614334843336,0.0974503525082815,-0.0946655713657175
"exhaustive",0.0585112965751777,0.0102686319685317,0.0783105784716337,-0.295706515466117,-0.0796490346568917
"expansive",-0.201037059940987,0.291185923744666,0.0362677915672286,0.280787401167202,-0.235882117591466
"explicit",-0.12330137749683,0.393512317471472,-0.0921303254762919,-0.0456461277621202,-0.0843968368604424
"exploitative",-0.161179788662964,-0.0448909337509061,0.75661210538948,-0.0589741284216561,-0.0347693317443878
"facetious",-0.0792251154409208,0.0464031862766938,0.243454454040164,0.238984300704413,0.0259796029126184
"factious",-0.0419894699696774,0.0904599365764656,0.367004506020072,-0.0347450608806207,-0.0656612659528893
"faint-hearted",-0.0289728836363319,-0.0775086315320355,-0.057685758506789,-0.0249383781472448,0.00116741613301817
"fair-minded",-0.0174201346649194,-0.136039742005988,-0.53857415634356,0.0532036548488066,-0.0751639538159994
"fair-natured",-0.22141654584911,-0.178612248315545,-0.425904131712063,0.0411872164516053,-0.00668035486386976
"faithful",-0.0476290491119537,0.00220083218071707,-0.330006045495801,-0.0952159151148094,0.0246247746729648
"false-hearted",-0.130823086036814,-0.0981916225099253,0.690765857478367,-0.0364480062361432,-0.0195200682217832
"fanatical",0.205169721759449,0.272788930325687,0.0414687580616832,0.113600914539641,-0.0441845925686497
"fanciful",-0.0514810250764697,-0.136590827014357,0.0475457259268985,0.405902849926771,-0.230457258748876
"fancy-free",-0.106310239668517,-0.0700892696758304,-0.0266823262342241,0.444107275836293,0.118499778992823
"farseeing",0.0269615138530437,0.0748010586313074,0.00713703873996493,-0.163859180763871,-0.276118929763914
"fastidious",0.0702435987563693,-0.0597871591396568,0.0686428497128962,-0.399240573511355,-0.172273452692448
"fatalistic",0.0921517179668358,-0.0756492640360407,0.0786843223032479,0.00263294104336938,0.109977482608013
"fatigueless",-0.0348233898739392,0.0783671803871861,0.0589809513848395,-0.022941700392956,0.128799282400248
"fearless",0.0124578806770679,0.370214924414372,-0.080634194014566,0.206880574226448,-0.0552287915166073
"feelingful",-0.4082398335632,-0.0820955599866693,-0.0172158169305951,0.144374379322791,0.0169077958699833
"feelingless",0.156905320683369,-0.00147679690371359,0.030469637197425,0.00405520886232698,-0.021951768382435
"fervent",-0.0807097677255736,0.189435757862619,-0.029089020730193,0.0729874544689954,-0.0642214884066494
"fickle",-0.0310414873306315,-0.0152142531576621,0.0520605496040228,0.194389468066281,-0.0358185629140152
"fidgety",0.00581562809218376,0.0777900588968849,-0.124170949574777,0.355034642008483,-0.0472429906704248
"fierce",-0.0409114069995347,0.646449571312742,-0.139092185285037,0.163410896147718,-0.145068535913294
"fiery",-0.101648678993444,0.605774894310363,-0.165019928645212,0.305349915893686,-0.0412194806477213
"flatterable",-0.303843755192471,-0.0554818442476884,0.309136150830203,0.152912929472845,-0.00184479133691384
"flaunty",-0.086309028698644,0.0989599478160764,0.0126988582327754,0.107613769282836,-0.05799695550924
"flighty",0.0300766149205362,-0.0167826752792753,-0.0956228214847717,0.253705992752591,-0.040073385981946
"flippant",0.0283932549355039,0.0532858883037946,0.0261664204329796,0.237943965980222,0.0448558879576182
