"","RC2","RC1","RC4","RC6","RC3","RC5"
"accurate",-0.00807495397323853,0.0476125750822629,-0.191300903113578,-0.000880638809516633,0.0186358880793891,-0.0113204184836783
"acid",-0.00854242520401488,0.00952373070576977,-0.00275056899575328,-0.0742355571723308,0.373645820342749,-0.108377972784549
"acquiescent",0.105655821359985,-0.124051239690325,-0.0192056931043272,0.362359886998095,-0.231689784033441,0.0808391415306484
"acquisitive",0.554705763487133,0.0105701606038341,-0.00413924592994398,-0.0408144676906081,0.0625599206664927,0.0202316211364242
"adaptive",0.0738535076087939,0.0547783796233998,0.132631303353599,-0.134127027974995,-0.15256885215766,-0.242605075267735
"adjustable",0.128743582189709,-0.0386525497385613,0.142860932202929,-0.0678736252532797,-0.232883500793419,-0.181911707769095
"affable",0.10321082479901,-0.501133916056011,0.0851836654290682,0.0470583827334214,-0.216602059094663,0.138863303831372
"affected",0.264373785358438,-0.0936106145919595,0.0146205305516873,0.0808373958147773,0.0296247623841662,-0.0812694364963891
"affirmative",-0.00259029343141401,-0.161112463507066,-0.0784919335973444,-0.108500791419047,-0.0723007982363878,-0.0191323443963255
"agitable",-0.233400783781548,-0.136110077758022,0.210134990499078,-0.107777519437424,0.254479239737993,0.05985726948175
"agitative",-0.0626898960120125,-0.12687593062293,0.0984965868745264,-0.295055130524438,0.270613877910311,-0.044821385554025
"aimful",0.000814320990870436,0.040284975919592,-0.172005451147459,-0.137443299957161,-0.035188497722178,-0.0319119262149271
"alarmable",-0.100242572918845,-0.101224909892662,0.0638435480952632,0.0834244371045667,-0.000697274605587596,-0.0405178641504665
"amicable",-0.00747988560265432,-0.47989450249956,0.0344775621507053,0.0630345792589335,-0.232924653272465,0.0653769909388715
"amorous",-0.0718571236874778,-0.0526437393964255,0.124854653963874,-0.0281741486173038,-0.0159296181276921,-0.0314932587876388
"angelic",-0.12079709205448,-0.301177958406962,-0.0441643559158057,0.160166736421441,-0.137976422967167,-0.0116572619787148
"anticipative",0.0206006798390937,-0.0382061810708096,-0.0416345217964042,-0.130679740743018,-0.058235595254918,-0.219183123405173
"antisocial",-0.0157766177038939,0.610558306933148,0.0762058095148456,0.0713164430317511,-0.0241014676514266,-0.0490972861295913
"appreciative",-0.00198080185538822,-0.0784667443066256,0.0449693739908827,0.070775844243768,-0.129197675920884,-0.00693330374113045
"approachable",0.00898027390727723,-0.531925300172222,0.0574306691792717,0.0556198301039905,-0.2038702299692,0.11658521483572
"arbitrary",0.0575250179723746,0.0543468434893669,0.189338431589289,0.0541737883556409,-0.0071776544446575,0.0041238160396647
"arbitrative",0.200139997825732,-0.117579355629611,-0.326324521907679,-0.0684782107373637,0.0400156664912103,-0.220821631693478
"aristocratic",0.053377878796955,0.0185234921106176,-0.0591112382955657,-0.112523255401732,-0.00826213309346136,-0.148238065269544
"arrogant",0.0532649000516534,0.0617146897419894,-0.0374532848280916,-0.177129388910014,0.332071801979929,-0.0915979846634512
"ascendant",-0.0493900461379341,-0.0262657321342335,0.0749223887336755,-0.447051725496606,-0.0395002703353414,-0.347495009707599
"asocial",-0.0434857296858022,0.671787806400605,0.0652544280973798,0.102718480029303,-0.0408887816571531,-0.0770354577277557
"astute",0.0970594960483977,0.0737777178055417,-0.144774200218494,-0.023692341366749,-0.0184263377666308,-0.141204688718413
"audacious",0.176155604246054,-0.0565127841775384,0.351818835854222,-0.479319851917957,-0.0417496477095791,-0.0872385066858381
"austere",-0.100426099160645,0.395716686458176,-0.254547842582223,-0.0546466383999391,0.0653063570642794,-0.0192766975796429
"authoritative",-0.0132040033014354,-0.0742419282426788,-0.302791116222067,-0.286204117237847,0.117900418747308,-0.135877959094774
"autocratic",0.119984036207875,-0.0275622375031755,-0.280225004151102,-0.187070131832146,0.326716210539838,-0.0640975843278335
"aweless",0.073921396266796,0.122572550359969,0.124652778843147,0.00470451819361466,0.111040056987422,0.144408419736246
"awkward",-0.125413673211771,0.370999303513838,0.135209103065067,0.205634529799717,-0.0257957995376802,-0.0188189786177897
"balky",-0.182651600770117,0.158907223729772,0.0430566535090307,0.0895472248822527,0.237646491285217,0.213248810422324
"bendable",0.199647705585468,-0.204908236745463,0.209567246239909,-0.0541312165340461,-0.222962499413725,-0.201039049595722
"beneficent",-0.234533575695564,-0.24994059699278,-0.0760141288651442,0.0406981075200322,-0.12665278009412,-0.0294651456210425
"biased",0.435324382005431,-0.104301305055441,-0.0334139168878224,0.0900769858122184,0.209046429173524,0.113609021347765
"big-headed",0.412054774221023,-0.0709409701523411,-0.0264508307971198,-0.151824534804282,0.236946789702116,-0.030260523083766
"big-hearted",-0.213582050430836,-0.312576206461784,0.058784902495743,0.0556016841511041,-0.213095738255433,0.119670284830868
"big-mouthed",0.139484453213556,-0.235179702741253,0.171524670617831,-0.0834298655849538,0.152236412165818,0.169285995192894
"blase",0.0122192843844879,0.100040238572262,0.0817713322421889,0.0536192906288794,-0.0296569755706291,0.0210354048078733
"blasphemous",-0.0680577087857928,0.0282946821616139,0.0135708876925424,-0.0167035486274542,-0.0103348675926409,-0.00108725606211107
"blunt",-0.10368386520613,0.122504916891139,-0.0300608441381134,-0.218425606344613,0.334165568126758,0.214891725889525
"blunt-witted",-0.0507305553618737,0.00745426850485994,0.00104893955741509,-0.0012012375468797,-0.0185544863817758,0.0702108472983801
"blustery",-0.027970189283554,-0.0491030223343727,0.0660305062009935,-0.17621230329398,0.156089283330957,0.177203241634738
"boastless",-0.330197006265979,0.196374055127038,-0.00848696456147416,0.225567641954489,-0.114367491602274,0.0623045524957002
"bookish",0.150518225876436,0.0080043879161359,-0.23250121898179,0.271475942126909,-0.0387348135368292,-0.404833266277668
"boorish",-0.117882841205026,0.0971602254266161,0.031369033559862,-0.0299870811915708,0.143567779354858,0.0939878401868846
"bountiful",0.0257732696248485,-0.367483198001861,-0.0390367478075275,0.018178413498688,-0.104162643888341,0.006541819060904
"boyish",0.00783361195360824,0.0691787170499775,0.222961247918606,-0.070229811698466,-0.132613857071912,0.0717269679420887
"brainy",0.0127837832521349,0.159382252954784,-0.0878243649997265,-0.0055288981850758,-0.0199435910075681,-0.403012552844111
"brash",-0.111229463342017,-0.0527171568974317,0.212079601707449,-0.330234547959312,0.165895689942959,0.117689138895781
"brawlsome",-0.110551927233536,0.0132061263036154,0.0363052292829634,-0.0771174220639737,0.056155002016332,0.0828218973016929
"brazen",0.418287552033022,-0.0360636196357856,0.255365998493739,-0.378179355482373,0.00321682301804417,0.076172017685142
"breezy",0.100623921152386,-0.307884806458534,0.37905939900782,-0.00200028735833796,-0.157248861994203,0.0805834733935284
"brisk",0.0327977186745843,-0.104810498215459,-0.145606866397837,-0.441578219661595,0.0309120972467927,0.0126694220445145
"bristly",-0.14531858884632,0.156563311701423,0.00910284662855057,-0.0836261671045489,0.338106447301581,0.080601203196207
"broad-minded",0.0662716899730104,-0.0935072670062661,0.231812740149086,-0.0864558279391267,-0.254683962701185,-0.203838845184214
"broad-spoken",0.160524144446633,-0.291207822578192,0.10937789323572,-0.215951751630606,0.13844210249616,0.397580206357898
"broody",0.0351059376774281,0.358414137596303,0.120190366826548,0.170246656936901,-0.128221792966403,-0.0736871927451123
"brusque",-0.247948468010414,0.357516055506721,-0.0662272343114195,-0.291394011965409,0.453220636002765,0.0676055557511153
"brutal",-0.063352939475961,0.0339564986947149,-0.00600918692672344,-0.184483243413896,0.150581805517257,-0.00921959788999939
"bubbly",-0.00717108733724945,-0.391274500948299,0.24996451782664,0.0316611634633558,-0.0416805084893268,-0.0209955158938412
"bullish",0.101020830999678,-0.0647941918523787,-0.0630911031694352,-0.644942449520071,0.043332958235665,0.106390628245745
"bullying",0.111744110590842,-0.0470055843007066,-0.0690216113768963,-0.0119990734291627,0.126020500673784,-0.0163668745360738
"buoyant",0.0533239229883508,-0.370068325679156,0.261606027878841,-0.239603322714956,-0.198044686367304,0.0445058917540638
"businesslike",0.169098993496863,-0.0100934000586464,-0.424866396954959,-0.189125039804935,0.0543811957705353,-0.138260731587314
"busyish",-0.0176380655065593,-0.00642759191349865,0.00616925663708297,-0.0690750798351807,-0.0140593240053155,-0.0578416678119969
"cagey",0.764304196166267,0.264023250418768,-0.0928284207113383,0.118678984509018,-0.213740754843597,-0.0275801713443656
"calculable",0.129052675434719,0.118042438666767,-0.443934040229068,-0.0693289850813827,0.00475608415995518,-0.0310423202226769
"calculating",0.406614683244896,0.243814181925103,-0.252013692974795,-0.157075424913539,-0.0238477043955064,-0.204501299739782
"calm",0.150090341930274,0.0753854812102349,-0.123643901105172,0.210859036160006,-0.199636349961789,0.0210204281387144
"canny",0.0975192882428334,0.0442126518433059,-0.0959121051940125,0.037217212102216,-0.0192493902838094,-0.0929700571177302
"cantankerous",-0.200688808046577,0.110447885365688,-0.0972920637610578,-0.0158150735112887,0.461707971026526,0.246904327497333
"capable",-0.0158031101476834,0.0341501956163937,-0.0223112057889053,-0.0517419730401072,-0.0312032159707192,-0.0153799716611129
"capricious",0.125622034032006,-0.0629758230022729,0.371607710858487,0.0202415817991342,0.0514782345160321,-0.0360365859275429
"careworn",0.127265636986293,0.011867534095771,-0.268204010589756,0.257103480093567,0.0730780492724425,0.208708848879979
"catty",0.140709372537883,-0.128632480985441,-0.0377428199519414,0.128789927010771,0.103968026545576,-0.0301647950761867
"caustic",0.0152658451862031,0.0523265756602804,-0.101081417865187,-0.117443401041711,0.545245173817045,-0.0771686497998744
"cavalier",0.202391201777158,0.000645862066734838,0.237098081698639,-0.202654396885408,-0.0271777266305421,0.0695107457461933
"censorial",-0.0999706052325989,-0.0709690297351231,-0.311266775986186,0.0868986568865328,0.50370212442873,-0.122464580358814
"cerebral",0.0485562458049,0.267613030847463,-0.081032672379396,0.0821274724317359,-0.0125005350548947,-0.447504335911306
"ceremonious",0.0922211695727087,-0.143008303477115,-0.222194402470821,0.00720782975465566,0.000752592054347918,-0.145677642491537
"certain",0.0483745257582314,-0.0237524271786353,-0.231845273920842,-0.136206754059294,0.0122678416328274,0.0592253377198341
"changeable",0.103359028996322,-0.0175337628874376,0.506795963946566,-0.138800758959831,-0.0644711403231014,-0.16990584974388
"changeless",0.151391097861005,0.0652052291996364,-0.35918254250798,0.340706945939224,0.0998677746082746,0.418937060400337
"chaste",0.0204906147383257,-0.00841630813919097,-0.0192023009900648,0.142823865716628,-0.0322830102720581,0.119845224712412
"chatty",0.132139917068452,-0.576343390587102,0.236011564600273,0.0273607356753632,0.0580713377038756,0.0232595367862821
"cherubic",-0.0491584063054371,-0.152561311501545,0.0248384598381555,0.119258520308845,-0.0381557235016747,-0.00285776774965684
"chic",-0.0911575724161371,-0.200956646594814,0.214351000149521,-0.0484258135082193,0.0361183421358864,-0.405992736573744
"childish",-0.057615282212453,-0.00749220650785958,0.112760702551215,0.0199888668811159,-0.0173481560531877,0.010061468045878
"childlike",-0.0743787841961378,-0.0541651904405789,0.174313593493453,0.10781538841647,-0.0795188765900293,0.00368398753399083
"chipper",0.0382554378076432,-0.511591611840466,0.164817108020129,0.0751292296251881,-0.114114523788465,0.186307886495163
"chitchatty",0.217288186281118,-0.569599940095543,0.249221957402013,0.103523662632631,0.00253493471342525,0.0829642526845178
"chivalrous",-0.139682205341098,-0.109833392612721,-0.106961099023568,-0.0438533484278973,-0.165782683240495,0.155191831396143
"choosy",-0.00174663187378532,0.0564979251355805,-0.00771997318993446,0.0358897603671097,0.101272043904233,-0.137386175547458
"circumspect",0.107302265567089,0.143961836196227,-0.389898351501507,0.271267397435992,-0.0456892187173954,-0.0823241881355456
"civil",0.00801759593314866,-0.103118856947971,-0.0471396101146539,0.0896505325309459,-0.128007860684121,-0.0177613548835269
"civilized",-0.0215005108313826,-0.0825170196618174,-0.0984974000728638,0.051878858479843,-0.0593519720970458,-0.064401451452979
"clairvoyant",-0.00909095133134563,0.0177346782931315,-0.0278433427632488,-0.0223483366943951,-0.0369202524827189,-0.038427575115532
"clannish",0.0619102108865729,0.201008907834863,0.0184551763298773,0.0798004973587368,-0.0563967785873488,0.158703712375109
"clear-cut",-0.0449880318230507,-0.0951789584139388,-0.317952270627827,-0.158728251487817,0.0728814818222909,0.0177634264586632
"clear-sighted",-0.00119245507537721,0.0346289335160756,-0.0842071778179055,-0.0485279746088753,-0.00505248196387023,-0.0493211314500032
"clear-thinking",0.000453527451699772,0.0603179521379873,-0.166017803248112,-0.0397133937824118,-0.0433912161323553,-0.0616969229810135
"clearheaded",0.0296484663449508,-0.00132323095479127,-0.277286164555371,-0.0141090279125953,-0.0356330420952385,-0.0512090515835121
"clingy",-0.0580316645468857,-0.0829178132219719,-0.0284013898687692,0.0475034030828925,0.0010265914893127,0.0160703036360833
"cliquish",0.125316912011218,0.207203157864595,0.0850714497237011,0.0469144367792426,0.00928253565402446,-0.0658474518552849
"close-fisted",0.196405000484087,0.168403705790014,-0.0100286062511877,0.123902968536846,0.0520579891801698,0.0920922614953193
"close-mouthed",0.0747252663195379,0.628655379005647,-0.191222271458341,0.0750453657960408,-0.115509492620669,0.1051812225359
"closed-minded",-0.10470945614083,0.00861571470162463,-0.149602921801014,0.0965325825138365,0.232262322850678,0.282255885694622
"clownish",-0.027262346148432,-0.0290437525516742,0.0564769553534635,-0.00208394666654663,-0.0325063550505651,0.073548561081147
"clumsy",-0.113062809699658,0.0205542396648368,0.158396726654977,0.0543679321983757,-0.0310267147305634,0.00662806158160698
"cocky",0.188213876546186,-0.0099399476053839,0.148720026558901,-0.301300631133286,0.122197432419448,0.00789504518742364
"coercive",0.58034719973481,-0.167881671220867,-0.194158696196493,-0.124896277781677,0.0813700583364768,-0.0778405728089226
"coherent",0.0162538552847746,-0.0570578427249615,-0.147871505308535,0.00617370010021512,0.0065783873331744,-0.0456288199821514
"cold-hearted",0.242058638408067,0.063609062981389,-0.0397201025643728,-0.0408687273877335,0.068007996695366,-0.0372415115631461
"companionable",0.0203874453617566,-0.548175057025023,0.0504622603703226,0.0050460315488204,-0.142943447892015,0.097796736697963
"compassionless",0.260832786322509,0.159498718864084,-0.0086783032403549,-0.0610007247771586,0.147830909487819,-0.0553170174957096
"competitory",0.109526097982707,0.0134196224750309,-0.0290487729042029,-0.534395050799073,0.140724847070114,-0.174532529396418
"complacent",0.137823522546735,-0.0439203713683774,0.0757688573078222,0.170315047843165,-0.0291466939407084,0.173727559411023
"complaining",-0.185795359452194,-0.0778986707640505,0.0101862496130077,0.0699474037560661,0.413558341016446,0.00197263501205722
"complaisant",0.320644992770041,-0.316737549642224,-0.0201765723129589,0.321918054942971,-0.30812752682011,0.167745547681711
"complicated",0.194538994803495,0.197664916081851,0.112042943283755,0.00461767125776836,0.054455489046189,-0.272114619612974
"complimentary",0.12766595189858,-0.459068572041446,0.0563855262378165,0.0140259657431368,-0.275617338717864,0.0824391034178646
"comradely",-0.0262157781375232,-0.453210252896745,0.0297927041252323,-0.0459936908429287,-0.192382372707747,0.175037881233504
"conceitless",-0.444818325798672,0.0999152706458979,0.0312462014740864,0.0925785318501382,-0.280105923714358,0.0658399886273062
"conciliatory",0.0663236790298081,-0.292565437747914,0.0162193089520431,0.218339089388205,-0.355966209815718,-0.134094471566313
"confusable",-0.0390215371254236,0.0410922463178885,0.292038309677436,0.129372993163716,-0.0764072171618933,-0.0296077165097591
"confused",-0.106629357915522,0.00843373868321505,0.249154973495647,0.151500658029751,-0.0520948294083159,0.0243039064227965
"congenial",0.0811745121737684,-0.531744543514965,0.0992637443407813,0.0584171854528657,-0.243244989131183,0.117781675161167
"conscienceless",0.457690983266718,-0.0431738363455811,-0.00312642535423909,0.0179484436198616,-0.037999105344007,0.0264587110919603
"consolatory",0.0479469731072222,-0.441049435490379,-0.0785538478728378,0.194140692969474,-0.272309629298333,0.0362683523845066
"constant",0.0473994435592561,-0.0538677975822295,-0.308845128480175,-0.00826754508864217,-0.0533540767417215,0.0940728202583808
"constrained",-0.040808492969697,0.292867411932323,-0.239013652935448,0.242209958750607,-0.00294068887043977,0.0859947897411853
"constructive",-0.0339256433440545,-0.0372712214385557,-0.0830050667276433,-0.0511859002923961,-0.160005696518386,-0.0602318066531615
"contented",0.00936676820086801,-0.081322142402669,0.00284911106832657,0.14128840835528,-0.0683896417640485,0.10971340286197
"contradictious",0.210382346827294,0.022437119091663,0.0240306702948379,0.0220803388512634,0.34992895161991,0.127616464975992
"contradictory",0.544211618094188,0.0808907358129436,0.120259357679402,0.0212059077391977,0.00968369498024715,0.0691342905667824
"contrary",0.126819268770427,0.112880935696383,-0.00457134077508294,0.0217984782985151,0.288767038802426,0.13831811869528
"contrary-minded",0.0751737534182798,0.170732270392278,-0.00501081651896693,0.00682091079644377,0.367111018524151,0.118564066872181
"conversational",0.113168666782432,-0.564931257912942,0.10075928683013,-0.0557623840219062,-0.00649355125945575,0.000107369175026184
"cool",-0.0043452104140669,-0.00404478249542894,0.317708768560772,-0.254767608502465,-0.0690144757803373,-0.0876961590249321
"cool-headed",0.182349579390056,0.120265539587766,-0.203247252270267,0.128772040353002,-0.20441922866892,-0.0126890104243528
"corrective",-0.0147345316629554,-0.0143141895329391,-0.287894406166592,-0.00291664760813005,0.005986392034381,-0.139332918267583
"cosmopolitan",-0.0424947895091374,-0.158126347631544,0.195181010633482,-0.208928780346684,-0.00612873510748848,-0.471965575765789
"counselable",-0.0562617099121488,-0.326134744319473,0.024357960472445,0.0906894008492202,-0.188234938115923,-0.0972378581892901
"courtly",0.155526476819639,-0.118077334416045,-0.15592438614464,-0.0620712267282221,-0.0466019073587037,-0.191112960850903
"covetous",0.669414287466231,-0.12318413769859,-0.00136124665738747,-0.0170695866331717,-0.0539626564626915,0.000926604856929583
"coy",0.42446925043409,0.155972600599154,0.0818428965345823,0.225630091735138,-0.267730518953583,-0.0884677201488755
"credulous",0.104990759017852,-0.120129099519071,0.122859945514638,0.0779769089275122,-0.0836190080028998,0.120237674276151
"crotchety",-0.193970600219885,0.0871978912415241,-0.105808073941804,0.138727859351447,0.428826790294992,0.284456048071659
"crusading",-0.153048345974504,-0.0588788742481387,-0.136316761173897,-0.340412356613197,-0.0741901594996017,-0.179137263454213
"cultivated",0.000371395518470583,-0.0184431610627696,-0.110030085923393,0.0443164335511643,-0.0159426877411603,-0.221869315154834
"curt",-0.138782204083293,0.430366940984446,-0.097208049250283,-0.212025545489729,0.330582840839941,0.0101432399869768
"dainty",-0.0781021838954103,-0.132431406747484,0.0372259293405574,0.115636707127366,-0.00698333481119077,-0.086304236283809
"dapper",0.139213527829416,-0.0951468400449468,0.00850892966001435,-0.116492844031083,-0.0207286712503776,-0.210875252921396
"dauntless",-0.0537230231896859,0.0243810339272671,0.0208945967245558,-0.431935708955048,-0.0422080179155011,0.0406579878708808
"debonair",0.165309979425838,-0.157123895402126,0.068808469814103,-0.178992483502462,-0.0807630228432918,-0.198552348613449
"deceivable",0.0850845849104763,-0.0430764461167411,0.133373317339111,0.0665503987947696,-0.0679429631513844,0.0929100466004894
"deceptive",0.907844209531662,0.0195363428220412,-0.0310114968231888,0.0208985627230188,-0.254496872004555,0.000154332372645224
"dedicated",-0.0291781752841222,0.019997061729305,-0.0877330051661665,-0.0230076788112796,-0.0350063078362365,0.0100964887489743
"defiant",0.0364098304524987,0.059480030186458,0.11507995551443,-0.293897954810317,0.201361379608567,0.150327214978785
"definite",0.00116188346767623,-0.0452710773157257,-0.305811288011352,-0.113852373510196,0.0502913749426057,0.0628619183385389
"deliberative",0.0904467069587997,0.110602140819331,-0.363863148950043,0.0851305863538874,-0.0215659925871035,-0.0854106499486589
"democratic",-0.051300806331196,-0.121025083738832,0.0115240110678798,-0.0393144420807287,-0.156420914154853,-0.0197451292089032
"demure",0.0010396965372214,0.0149399167794837,-0.0222078134518294,0.378275526447202,-0.126249477838277,-0.0713263694597136
"derisive",-0.0182639107014001,0.00479990830952842,0.00519698475338799,-0.000591974432994969,0.372551558947007,-0.0183449047437057
"derogatory",0.0274143488121169,-0.03048682824581,-0.010938718413695,0.0189763726055119,0.103820000845799,0.0213253761037297
"designful",0.0478089109261185,0.19465363623492,0.0910973915230321,-0.057598015358205,0.115400907529763,-0.366395493370698
"despondent",-0.0484164918588628,0.0823341541783866,0.0272431625592094,0.0661784116326026,-0.026522888744126,0.0287899934749825
"destructive",-0.039083538393418,0.0305488750287457,0.00288776616401388,-0.047967293732973,-0.0119938508384879,0.0328599905241538
"determined",-0.023279526970823,0.0475725073391297,-0.0764186192448712,-0.169500585849024,-0.00805999522918469,-0.00210052151506461
"devil-may-care",0.0209733467812269,0.0442827900952375,0.511648578995617,-0.229590842711922,-0.0310890783804971,0.126196578858964
"devilish",0.654865137079596,-0.0270394925460842,0.0437058563417271,-0.102988517190164,-0.0914740757623345,-0.00583528450763277
"devout",-0.147963294773419,-0.161737761698475,-0.192288900929776,0.0387539439684305,-0.041312652017327,0.0432024166871026
"dictatorial",0.0148007784690565,-0.0426319909799055,-0.207268756461195,-0.152569956801049,0.344615680194085,-0.0565555281380606
"digressive",0.0490717586281911,0.0795502187159426,0.392909115632745,0.126115830801903,-0.00493745491740294,-0.0304651081539423
"diligent",0.0176200796719598,-0.0010382813834461,-0.256712080258825,-0.0148715528690865,-0.0224326377117556,0.018029078988657
"discerning",0.0230156446786718,0.077218014161676,-0.10848738434388,0.0221842258514373,0.0293648161645372,-0.149495193061652
"discourageable",-0.128700929894799,-0.0409161162982831,0.156720435770173,0.191128776362551,0.0369047365716713,-0.0506309852255066
"discourteous",-0.049318930481489,0.0877971686817774,0.0373620428525865,-0.0262145874564691,0.273785354232691,0.0163999250522611
"discriminative",0.163783986526851,0.200542359267628,-0.113947409889215,0.0513783163527603,0.30623571775187,-0.142628253143875
"disdainful",0.0329095689635058,0.0909586980001935,-0.0342230142753406,0.0241711045918858,0.397388598736902,-0.0472287080928435
"disguiseless",-0.570719683977085,-0.163392261794042,0.048954477207651,-0.0236757886576493,0.199725980279076,0.262501387229521
"disobliging",0.0540880229281846,0.0947081579877031,0.031541592923038,0.0534916100529815,0.420701669441905,0.0247814346681557
"dispassionate",0.0345952351758607,0.376627162673143,-0.20059570248141,0.0741932496331024,0.0186351854957437,-0.0581734736381171
"disregardful",0.240968657611182,0.174486020223775,0.343985797999717,-0.0722058494484305,0.179874132598205,0.0795747606546913
"disruptive",-0.0315010943476357,0.0530114771580679,0.304764526486351,-0.286640541791833,0.130883035564225,-0.0957766781187154
"dissatisfied",-0.160228705024313,0.0858081482363233,-0.00283764813396807,0.035555570678586,0.27674490293122,-0.0203962703135489
"dissensualized",-0.0386871793503395,0.0270966198093765,-0.0024605064234169,0.00293008783619729,0.00893504981855578,0.00871256138755527
"dissocial",0.04722956686171,0.630391213058548,0.0904971202491484,0.090183047353702,0.0382876621511255,-0.0935054398977477
"distant",0.0475953467054636,0.740906695951434,0.0563760393172552,0.0458505551773585,0.0147633508362447,-0.134514140854405
"distractible",-0.0997905502613961,-0.0226510157076253,0.559980771218737,0.140977708653673,-0.0351274534100586,-0.0370004665311846
"divertible",0.147764633696029,-0.106058487932959,0.311433645239872,0.0228628361474485,-0.0339366779387002,0.0412672611062209
"doctrinaire",-0.0849777226429079,-0.00526232022413494,-0.264331620709569,0.00181626678206923,0.252195012686506,-0.0520665715928212
"dogged",0.0355948292303622,0.0419713780971691,-0.175414839093002,-0.119207628983442,-0.0213222332787663,0.0736093467305391
"doleful",-0.026269290581485,0.0680175571820819,0.0177038143330052,0.117688007467328,-0.0122279265381555,0.0407187940062691
"double-faced",0.853412530004271,-0.0925804058724467,-0.0582915998876126,0.066397232097935,-0.190008558685073,-0.0405458936300863
"double-tongued",0.836998659702802,-0.129972768814956,-0.050295976929791,0.0920041554392672,-0.120998442372257,-0.0498347244929468
"dreamy",-0.0854338855588824,-0.0655598259770546,0.406939900418265,0.0896638210543272,-0.0671402602054402,-0.188371916692241
"dull-witted",-0.0589301154524952,0.0121933853999877,-0.00980919057778007,-0.00935609617495036,-0.0263149759706788,0.0085615461171694
"durable",-0.00843594282567326,0.0127087230156313,-0.0607665628868815,-0.0832743651697456,-0.0351805985993046,0.112967918617501
"dutiful",-0.0375087504592765,-0.0888506457732555,-0.313449051695144,0.0227191712133292,-0.0444910879594265,0.0792990495561332
"dynamic",-0.0415555552402535,-0.0591975620450495,0.253228583247502,-0.42177399527136,-0.0578589176731312,-0.272957006402913
"eager",-0.0267511284052935,-0.0972446341572865,0.0634204116574912,-0.202037123321429,-0.00785455328607478,-0.0707848293748111
"eagle-eyed",0.0546095649439345,0.0845836388158964,-0.187059849894999,-0.0503493098135479,0.0968483031836358,0.00678522272368208
"earthly-minded",0.066321225682836,-0.183229945988907,-0.20761274777604,0.248273302686443,-0.0224738652328298,0.287915703447378
"earthly-wise",0.0361786205203599,-0.0448040216467148,-0.0724240328611588,0.0164412235877382,-0.018235615726953,0.0482164754569746
"easeless",-0.126305062596532,0.181961271918428,0.163906044113918,0.0889412576132206,0.0223879510561348,0.0135727674751928
"educable",0.000621860705787228,0.0330896732633398,0.0966166406421622,-0.0280238927579395,-0.136561590407413,-0.209503756475692
"educated",-0.0701017134253286,0.0633632566590705,-0.0368346149300233,-0.023264642297753,-0.0187543696855193,-0.223533344202257
"effeminate",-0.0606806673600765,-0.00131794824451324,0.0301195037435709,0.048305202077243,-0.0208965515403653,-0.0290271993324668
"effervescent",0.0370721039626334,-0.432843813100166,0.318025777369195,-0.171487258165007,-0.0620736377899751,-0.0882507009658399
"elegant",0.0176489331032886,-0.19467796432478,-0.0236843443297139,0.0489327216985132,0.00739162443890742,-0.379510541638163
"elfish",-0.0681965635684281,0.0330416256715052,0.000487157330541507,-0.00394421017427221,-0.0310288467438976,-0.00637397834233504
"elusive",0.415765824821788,0.585850885942979,0.209123796001018,0.0470258843781591,-0.294358734587094,-0.246165742598124
"embittered",0.0319960682827529,0.0653487202660219,-0.00416619997142054,0.0089659551250191,0.0933745009217923,0.0453397950235752
"emotionless",-0.000321730691487979,0.281062163697935,-0.0654848286727896,-0.0116890308329238,0.00397581566382931,-0.026083810623538
"emphatic",0.0247296482921975,-0.279670717527545,-0.0307767056154078,-0.105758113825587,0.097162277579399,-0.00985774319594706
"encyclopedic",0.112221904309192,0.172096529905374,-0.208739808895746,0.137535467482172,0.0952642953475795,-0.278987717821435
"enlightened",0.00517237211646955,0.0324567634046811,-0.0317782665949149,0.0610428654883501,-0.0517872895442549,-0.281772615076703
"equalitarian",-0.245841985074821,-0.073983019386208,0.0334432222564343,0.0364776567364167,-0.215152298740933,-0.042198460247627
"evangelistic",-0.0215527333310157,-0.21054326894088,-0.00792721943418496,-0.246942833280658,-0.0263554912644348,-0.142156187357072
"evasive",0.797075972011071,0.282130275633156,0.130959021451663,0.0975463571578976,-0.291961234868694,-0.0562591795676796
"exact",-0.0188200946358606,0.0458618230709739,-0.366885718336517,-0.00196822615234088,0.0517829464956263,-0.00158153221822071
"exaggerative",0.337358010118199,-0.259753229478147,0.123766453829099,-0.0947373775745177,0.072916976007639,-0.0475998120317146
"excessive",-0.201243136577781,-0.217216266420433,-0.0624342961438506,-0.150061116004295,0.348437345011352,-0.118346685418858
"exclusive",0.14305474356319,0.275221581462849,0.107313294425013,-0.18333434338255,-0.0792118614453458,-0.277144173918912
"exhaustible",-0.0570386607973754,-0.0736047385029472,0.137491861245149,0.250150656129428,-0.0243677253745892,-0.11280426162867
"exhaustive",0.0822649891371412,0.0489947959031482,-0.287674413524837,0.0172708489230927,0.0465402876607419,-0.082727242085589
"expansive",0.0407943884619225,-0.18047269006194,0.252265410760932,-0.284110199969517,-0.0328931561380186,-0.222178278285135
"explicit",-0.0975305224065542,-0.173145327107993,-0.048075512361605,-0.263344828925293,0.204683694034641,-0.087605563750053
"exploitative",0.770776408121505,-0.116443583211543,-0.0790201900902534,-0.00328849292595334,-0.139169361482342,-0.0281709980511523
